"rent_station_name","rent_station_no","cnt_day","cnt_per_day","return_rate","bw_rate","weekend_rate","avg_distance","avg_used_time","avg_user_age","morning_ratio","evening_ratio","peak_ratio","variance_norm","entropy"
신일해피트리아파트 앞,711,364,36.32967032967033,0.25226860254083483,0.04181790683605566,0.11116152450090744,1735.4459921355115,14.135964912280702,36.64025569854488,0.2920447670901391,0.1484422262552934,0.12220205686630368,0.0008375097837964,2.9213190925939365
대치삼성아파트 앞 교차로,2325,365,24.194520547945206,0.9861850300079267,0.03623598686445476,0.13905559959234515,2619.687728456573,24.89955837391009,37.19903647625602,0.08821198052315705,0.2073377873400521,0.09840335182878496,0.0007809929789983,2.941189298275933
잠실 파크리오 120동 앞,4496,365,43.07671232876712,0.9993639890606119,0.03720663995420721,0.12192329708070979,1674.4721446288863,18.663613814157603,39.002407880335646,0.2358328563251288,0.1861604019589137,0.12459454302614005,0.0007247679361001,2.9565251023596577
국립현대미술관,314,360,37.50833333333333,0.9920017773828038,0.029623046730356217,0.15218840257720506,2069.6365518773614,25.941864770791675,39.8049083015859,0.08960971635932756,0.20106642968229282,0.13248907650151817,0.001568889201077512,2.687264649623364
홍연2교 사거리,4273,365,19.671232876712327,1.0221448467966574,0.03955431754874652,0.1096100278551532,3080.87853481894,22.89289693593315,37.81772035071528,0.25097493036211704,0.20863509749303621,0.12701949860724235,0.0009680921202936,2.890926584614155
갑을그레이트밸리 앞,1812,363,19.37465564738292,1.112185411630883,0.03071235603583108,0.08047774776055737,1642.918164367979,17.011659320346936,36.64054982817869,0.12896345798379072,0.315086023034267,0.16991326603156548,0.0015382134732943099,2.7959960678655813
서울중랑우체국,1474,364,18.38186813186813,0.9889403676580482,0.03018980720370647,0.10297414437303841,1886.2392542220891,16.282917351666416,36.086764446015195,0.07861306232252278,0.17336720968465102,0.10745777910626214,0.0004898909802094,3.0422512945466096
이수교차로,4332,365,53.25205479452055,1.050162062046612,0.0251582034264547,0.1445181869630087,3925.429189175286,29.752893965118073,35.56620949144314,0.09744302104234193,0.26238617070535575,0.10377115810052992,0.0008742692587395,2.915723733115388
당산skv1센터,3201,365,53.56438356164384,1.031814229451179,0.03283719502838729,0.07805227354099535,1499.239429696691,16.053501099687995,36.0815718622902,0.1777402690399468,0.22331338550457774,0.11820367244642217,0.0009110472280637,2.893642898684812
창신두산아파트,3401,352,5.670454545454546,1.0105210420841684,0.04308617234468938,0.09468937875751503,2006.8909519038077,18.889779559118235,39.770079705702024,0.3997995991983968,0.18687374749498997,0.2339679358717435,0.0023465992327563173,2.6653948202562674
도봉통합복지센터 뒤 중랑천 변,4076,363,48.137741046831955,1.0934531303651138,0.02054480943115486,0.12841936591507383,4802.673949296096,31.15926519400252,39.743799870606,0.10518484605699896,0.24230284994849488,0.09785967723474877,0.0007287534674512,2.9497289477125
마포구중앙도서관 정문 앞,4213,365,77.87671232876713,0.9340369393139841,0.03349164467897977,0.12763412489006157,2443.2183292875998,23.316235708003518,39.56731918400989,0.07243623570800352,0.22518909410729993,0.10469656992084432,0.0010914959349530608,2.817262206354494
현대자동차서비스 앞,836,362,27.704419889502763,0.9989031807757504,0.022335227839266128,0.12384086150164524,4895.362945458169,34.3018247083458,38.74578779599271,0.08904177884136005,0.26443314388274003,0.12753016252866686,0.0010933363811139075,2.861647578897945
동부센트레빌 앞,4089,365,38.90684931506849,1.085698190268291,0.03851841419618337,0.1241461868882473,1992.5374466586861,18.80635166537568,37.18364209393497,0.23843391310471093,0.16928385324977113,0.10527427645940426,0.0005606371120608,3.023616707378161
양평1 보행육교 앞,229,365,66.15342465753425,1.0204174604489356,0.028162014412325024,0.08282945415389713,4090.698443634558,30.082332477428974,38.45158589898614,0.0879234655843618,0.3149589994201938,0.20549987575581877,0.002282766560556432,2.6991635182554212
신설동역8번출구,605,365,39.13972602739726,1.0214195716085679,0.03919921601567969,0.11486770264594708,1988.486248075039,22.55837883242335,39.101304621188305,0.14601707965840682,0.22637547249055018,0.10702785944281114,0.0006407290976631,2.9815821686388797
e편한세상 상도노빌리티 앞,2084,363,17.44077134986226,0.8497867635444637,0.030642868425209288,0.12351919128099827,2618.964440056863,22.43863528668457,36.670999808831965,0.09335018164586953,0.21987047859737796,0.07581740641288896,0.0003254135136409,3.081559891490932
구암초등학교 버스정류장,2184,237,6.822784810126582,0.2585034013605442,0.03896103896103896,0.15893630179344465,2195.896672850959,18.877551020408163,40.654761904761905,0.16202844774273345,0.17996289424860853,0.06617192331478046,0.0002013245329241,3.1147930080146913
대륭포스트타워1차,2801,364,56.7967032967033,1.0330366644094031,0.032069265744413274,0.05567379317016542,2749.608085518042,21.309422462997002,38.232620909992285,0.02471703589049047,0.45071103801876755,0.32301441424010835,0.0046734125536217605,2.3740679747460516
문정시영아파트 5동 앞 공원,2627,365,42.42191780821918,0.4395505037458021,0.03855592870059416,0.11605528287264273,1952.8457917850674,15.35662619478171,37.6006301102693,0.27208731593903385,0.16216739860501161,0.13413846551278738,0.0009205779113353,2.919597214688585
마들역 7번출구,1688,365,70.72602739726027,1.0072438504745302,0.03362386209568081,0.11109819872167345,1568.9341615339908,16.95281812899477,37.73048384946905,0.1621925237265156,0.25527793918264574,0.10695332171218284,0.0006960865584389,2.9556714195617095
역삼동 디오슈페리움 (우성아파트 사거리),2409,364,27.88736263736264,1.0147768692739632,0.03034183824253768,0.09604965028076051,2585.7753108068177,25.20480740813713,39.63512401551663,0.09624667520441336,0.29169539946803275,0.12550487636686042,0.0008161345490847,2.964326395664673
서울시립24시간게스트하우스,4394,365,20.019178082191782,1.2416860544683181,0.05912139044751608,0.08074449158341317,1883.7909333515804,16.13699192555084,46.751063829787235,0.1265909401943342,0.2857533871629944,0.21801012727521554,0.0024326439516946037,2.614293909093483
용문사 버스정류장,1139,365,23.61917808219178,0.7507249739009396,0.040598538452615705,0.10335227931794455,2153.682410393226,19.365734833545993,34.27262631871183,0.240691335111936,0.13699106832154043,0.13281521865212853,0.0009063219096201,2.9365396334345086
창동19단지아파트 관리사무소앞,1743,365,34.706849315068496,0.9838964319545311,0.04610041048310704,0.12677612882854436,1664.8130967792872,16.54341648247553,39.19227036089297,0.24305336280391537,0.1573255446795074,0.10317335017366593,0.0007319506407853,2.943466846869648
암사정수센터교차로(강동롯데캐슬퍼스트아파트),3663,361,13.78393351800554,0.7039790996784566,0.03456591639871383,0.09827170418006431,1730.9776808681668,13.676647909967846,38.578727357176035,0.29019292604501606,0.1270096463022508,0.13243569131832797,0.0010665027429984754,2.8626709378790154
장안동삼거리 교통섬,627,365,36.06849315068493,1.0126091910368402,0.03653627041397645,0.12988985947588302,2768.016771743257,22.969844284086594,38.63070837828119,0.16695784276490694,0.17994682871249526,0.08059248006076719,0.0002898668319352,3.0916427502085493
